2007/2009,Manitoba,Males,At birth,77
2007/2009,Manitoba,Males,At age 65,17.7
2007/2009,Manitoba,Females,At birth,81.9
2007/2009,Manitoba,Females,At age 65,21.2
2007/2009,Saskatchewan,Both sexes,At birth,79.6
2007/2009,Saskatchewan,Both sexes,At age 65,19.7
2007/2009,Saskatchewan,Males,At birth,77
2007/2009,Saskatchewan,Males,At age 65,17.9
2007/2009,Saskatchewan,Females,At birth,82.1
2007/2009,Saskatchewan,Females,At age 65,21.3
2007/2009,Alberta,Both sexes,At birth,80.7
2007/2009,Alberta,Both sexes,At age 65,20.2
2007/2009,Alberta,Males,At birth,78.5
2007/2009,Alberta,Males,At age 65,18.5
2007/2009,Alberta,Females,At birth,83
2007/2009,Alberta,Females,At age 65,21.6
2007/2009,British Columbia,Both sexes,At birth,81.7
2007/2009,British Columbia,Both sexes,At age 65,20.7
2007/2009,British Columbia,Males,At birth,79.5
2007/2009,British Columbia,Males,At age 65,19.2
2007/2009,British Columbia,Females,At birth,83.9
2007/2009,British Columbia,Females,At age 65,22
2007/2009,Territories,Both sexes,At birth,75.1
2007/2009,Territories,Both sexes,At age 65,16.9
2007/2009,Territories,Males,At birth,72.5
2007/2009,Territories,Males,At age 65,15.6
2007/2009,Territories,Females,At birth,78.2
2007/2009,Territories,Females,At age 65,18.4
